run,restarts,r-value,score
212,1,100,6183.921348314607
213,1,100,5433.011235955056
214,1,100,5774.842696629214
215,1,100,5840.0
216,1,100,5036.213483146067
217,1,100,4456.415730337079
218,1,100,6356.202247191011
219,1,100,5927.044943820225
220,1,100,6238.561797752809
221,1,100,6181.044943820225
222,1,100,5851.202247191011
223,1,100,3643.1011235955057
224,1,100,3513.741573033708
225,1,100,4066.258426966292
226,1,100,5674.52808988764
227,1,100,6046.921348314607
228,1,100,5817.2808988764045
229,1,100,5956.044943820225
230,1,100,6179.842696629214
231,1,100,6022.2808988764045
232,1,100,5700.842696629214
233,1,100,5173.573033707865
234,1,100,5970.483146067416
235,1,100,6269.76404494382
236,1,100,5765.2808988764045
237,1,100,5971.842696629214
238,1,100,6278.76404494382
239,1,100,6152.2808988764045
240,1,100,5875.640449438202
241,1,100,6222.842696629214
242,1,100,5866.247191011236
243,1,100,3525.741573033708
244,1,100,6400.2808988764045
245,1,100,1298.0337078651685
246,1,100,5976.044943820225
247,1,100,1102.314606741573
248,1,100,5991.3258426966295
249,1,100,2038.2696629213483
250,1,100,5894.561797752809
251,1,100,6105.921348314607
252,1,100,6022.0
253,1,100,5394.089887640449
254,1,100,6233.483146067416
255,1,100,5640.808988764045
256,1,100,5592.202247191011
257,1,100,4749.134831460674
258,1,100,6108.561797752809
259,1,100,5805.2808988764045
260,1,100,6052.842696629214
261,1,100,6241.483146067416
262,1,100,6062.921348314607
263,1,100,5935.3258426966295
264,1,100,1203.6741573033707
265,1,100,5305.651685393258
266,1,100,5320.011235955056
267,1,100,6057.921348314607
268,1,100,5983.2808988764045
269,1,100,5849.921348314607
270,1,100,2148.629213483146
271,1,100,5873.247191011236
272,1,100,6206.685393258427
273,1,100,3005.2247191011234
274,1,100,1089.314606741573
275,1,100,2142.629213483146
276,1,100,5946.606741573034
277,1,100,5899.921348314607
278,1,100,5984.044943820225
279,1,100,5294.011235955056
280,1,100,5908.921348314607
281,1,100,6035.0
282,1,100,5892.52808988764
283,1,100,6144.404494382023
284,1,100,5895.561797752809
285,1,100,3769.4606741573034
286,1,100,6281.640449438202
287,1,100,5925.202247191011
288,1,100,6084.685393258427
289,1,100,5883.921348314607
290,1,100,5872.685393258427
291,1,100,6111.044943820225
292,1,100,5991.921348314607
293,1,100,5789.561797752809
294,1,100,5991.202247191011
295,1,100,5873.966292134832
296,1,100,5818.640449438202
297,1,100,6078.640449438202
298,1,100,6144.921348314607
299,1,100,6229.483146067416
300,1,100,5702.247191011236
301,1,100,5099.292134831461
302,1,100,6103.123595505618
303,1,100,6417.561797752809
304,1,100,4796.494382022472
305,1,100,5409.370786516854
306,1,100,5932.0
307,1,100,5955.921348314607
308,1,100,5778.247191011236
309,1,100,6037.561797752809
310,1,100,5568.449438202247
311,1,100,6195.483146067416
312,1,100,5213.932584269663
313,1,100,4611.056179775281
314,1,100,6253.2808988764045
315,1,100,5974.2808988764045
316,1,100,5604.887640449438
317,1,100,5056.932584269663
318,1,100,5817.2808988764045
319,1,100,5765.2808988764045
320,1,100,6197.921348314607
321,1,100,6044.561797752809
322,1,100,1092.314606741573
323,1,100,4856.494382022472
324,1,100,3749.4606741573034
325,1,100,5330.011235955056
326,1,100,6091.2808988764045
327,1,100,5884.168539325843
328,1,100,5573.449438202247
329,1,100,5925.2808988764045
330,1,100,5956.842696629214
331,1,100,5916.2808988764045
332,1,100,6146.483146067416
333,1,100,6130.202247191011
334,1,100,6136.640449438202
335,1,100,5971.640449438202
336,1,100,3847.820224719101
337,1,100,5777.640449438202
338,1,100,5711.247191011236
339,1,100,6239.202247191011
340,1,100,6046.561797752809
341,1,100,1082.314606741573
342,1,100,6123.606741573034
343,1,100,5405.011235955056
344,1,100,5846.247191011236
345,1,100,5724.921348314607
346,1,100,5944.2808988764045
347,1,100,6057.404494382023
348,1,100,5433.089887640449
349,1,100,3672.1011235955057
350,1,100,1181.6741573033707
351,1,100,6415.921348314607
352,1,100,1295.0337078651685
353,1,100,5892.640449438202
354,1,100,5891.044943820225
355,1,100,5915.0
356,1,100,6073.921348314607
357,1,100,6121.561797752809
358,1,100,5830.247191011236
359,1,100,4409.337078651685
360,1,100,5779.887640449438
361,1,100,3125.5842696629215
362,1,100,1079.314606741573
363,1,100,3737.4606741573034
364,1,100,6314.921348314607
365,1,100,3112.5842696629215
366,1,100,5941.2808988764045
367,1,100,5816.966292134832
368,1,100,2814.505617977528
369,1,100,6028.202247191011
370,1,100,6191.202247191011
371,1,100,2258.988764044944
372,1,100,6054.123595505618
373,1,100,6092.2808988764045
374,1,100,6249.561797752809
375,1,100,6399.842696629214
376,1,100,5251.651685393258
377,1,100,6259.123595505618
378,1,100,5835.640449438202
379,1,100,3006.2247191011234
380,1,100,1188.6741573033707
381,1,100,2991.2247191011234
382,1,100,6115.202247191011
383,1,100,3030.2247191011234
384,1,100,5426.089887640449
385,1,100,6365.2808988764045
386,1,100,4477.696629213483
387,1,100,5907.3258426966295
388,1,100,5930.606741573034
389,1,100,5621.089887640449
390,1,100,1299.0337078651685
391,1,100,5998.0
392,1,100,6174.202247191011
393,1,100,2286.988764044944
394,1,100,4997.213483146067
395,1,100,4551.696629213483
396,1,100,5925.606741573034
397,1,100,6222.2808988764045
398,1,100,4698.415730337079
399,1,100,6231.483146067416
400,1,100,5927.921348314607
401,1,100,6095.0
402,1,100,5667.52808988764
403,1,100,6044.921348314607
404,1,100,5970.921348314607
405,1,100,2377.3483146067415
406,1,100,5389.370786516854
407,1,100,6270.842696629214
408,1,100,3111.5842696629215
409,1,100,5572.52808988764
410,1,100,5661.808988764045
411,1,100,6102.685393258427
412,1,100,4353.337078651685
413,1,100,6107.76404494382
414,1,100,6055.561797752809
415,1,100,5007.85393258427
416,1,100,3120.5842696629215
417,1,100,5523.730337078652
418,1,100,3640.1011235955057
419,1,100,5884.247191011236
420,1,100,4612.056179775281
421,1,100,6127.640449438202
422,1,100,5971.640449438202
423,1,100,1196.6741573033707
424,1,100,2893.865168539326
425,1,100,3986.179775280899
426,1,100,6224.561797752809
427,1,100,6301.640449438202
428,1,100,3122.5842696629215
429,1,100,5801.887640449438
430,1,100,6000.2808988764045
431,1,100,6140.76404494382
432,1,100,4048.179775280899
433,1,100,1069.314606741573
434,1,100,6046.561797752809
435,1,100,1406.3932584269662
436,1,100,6066.966292134832
437,1,100,6003.2808988764045
438,1,100,5808.606741573034
439,1,100,5797.921348314607
440,1,100,6171.202247191011
441,1,100,6156.483146067416
442,1,100,6215.842696629214
443,1,100,1408.3932584269662
444,1,100,5952.606741573034
445,1,100,5341.011235955056
446,1,100,3436.38202247191
447,1,100,6146.202247191011
448,1,100,5585.449438202247
449,1,100,1069.314606741573
450,1,100,1296.0337078651685
451,1,100,1182.6741573033707
452,1,100,5013.213483146067
453,1,100,6146.0
454,1,100,6055.842696629214
455,1,100,6117.483146067416
456,1,100,5744.640449438202
457,1,100,5417.089887640449
458,1,100,6097.921348314607
459,1,100,3458.38202247191
460,1,100,6182.921348314607
461,1,100,4399.337078651685
462,1,100,5804.640449438202
463,1,100,5926.3258426966295
464,1,100,2381.3483146067415
465,1,100,2143.629213483146
466,1,100,6053.685393258427
467,1,100,6130.921348314607
468,1,100,5703.808988764045
469,1,100,5962.561797752809
470,1,100,5881.640449438202
471,1,100,6016.921348314607
472,1,100,2386.3483146067415
473,1,100,5738.2808988764045
474,1,100,6141.640449438202
475,1,100,5946.3258426966295
476,1,100,6235.842696629214
477,1,100,3228.943820224719
478,1,100,3681.1011235955057
479,1,100,3577.741573033708
480,1,100,2900.865168539326
481,1,100,5642.2808988764045
482,1,100,6264.483146067416
483,1,100,4003.8988764044943
484,1,100,6177.483146067416
485,1,100,4181.61797752809
486,1,100,2267.988764044944
487,1,100,6042.842696629214
488,1,100,4902.85393258427
489,1,100,6227.561797752809
490,1,100,5845.044943820225
491,1,100,5793.685393258427
492,1,100,5904.921348314607
493,1,100,5294.370786516854
494,1,100,5733.561797752809
495,1,100,4415.337078651685
496,1,100,6110.921348314607
497,1,100,3633.1011235955057
498,1,100,4882.85393258427
499,1,100,6233.044943820225
500,1,100,5789.887640449438
501,1,100,6134.0
502,1,100,6223.76404494382
503,1,100,5121.573033707865
504,1,100,1407.3932584269662
505,1,100,5267.089887640449
506,1,100,1193.6741573033707
507,1,100,5954.921348314607
508,1,100,5576.168539325843
509,1,100,4569.775280898876
510,1,100,3544.741573033708
511,1,100,6032.842696629214
512,1,100,1217.6741573033707
513,1,100,6285.921348314607
514,1,100,3897.820224719101
515,1,100,5975.640449438202
516,1,100,6230.123595505618
517,1,100,6217.561797752809
518,1,100,4665.134831460674
519,1,100,5645.640449438202
520,1,100,5906.044943820225
521,1,100,1814.5505617977528
522,1,100,5939.561797752809
523,1,100,4364.337078651685
524,1,100,5912.3258426966295
525,1,100,3329.303370786517
526,1,100,4208.337078651685
527,1,100,6460.2808988764045
528,1,100,6175.202247191011
529,1,100,6094.842696629214
530,1,100,4818.494382022472
531,1,100,6052.921348314607
532,1,100,6145.2808988764045
533,1,100,5300.011235955056
534,1,100,5874.887640449438
535,1,100,1299.0337078651685
536,1,100,6095.921348314607
537,1,100,3233.943820224719
538,1,100,4359.337078651685
539,1,100,4883.85393258427
540,1,100,6213.483146067416
541,1,100,3855.820224719101
542,1,100,5756.52808988764
543,1,100,6201.202247191011
544,1,100,5645.808988764045
545,1,100,6177.921348314607
546,1,100,3112.5842696629215
547,1,100,3854.820224719101
548,1,100,2490.7078651685397
549,1,100,1075.314606741573
550,1,100,2150.629213483146
551,1,100,5242.651685393258
552,1,100,6131.640449438202
553,1,100,3512.741573033708
554,1,100,6185.123595505618
555,1,100,5989.3258426966295
556,1,100,2264.988764044944
557,1,100,6297.0
558,1,100,6070.966292134832
559,1,100,5740.606741573034
560,1,100,5880.2808988764045
561,1,100,6232.561797752809
562,1,100,6108.76404494382
563,1,100,6279.842696629214
564,1,100,3097.5842696629215
565,1,100,6006.561797752809
566,1,100,5899.3258426966295
567,1,100,5611.2808988764045
568,1,100,5959.0
569,1,100,5844.606741573034
570,1,100,5917.2808988764045
571,1,100,1187.6741573033707
572,1,100,6190.76404494382
573,1,100,6017.483146067416
574,1,100,5048.213483146067
575,1,100,5638.089887640449
576,1,100,5994.202247191011
577,1,100,5969.921348314607
578,1,100,5970.887640449438
579,1,100,6128.483146067416
580,1,100,6051.3258426966295
581,1,100,6029.640449438202
582,1,100,3036.2247191011234
583,1,100,6125.044943820225
584,1,100,5150.292134831461
585,1,100,5759.168539325843
586,1,100,6003.044943820225
587,1,100,2372.3483146067415
588,1,100,3017.2247191011234
589,1,100,3872.820224719101
590,1,100,6034.202247191011
591,1,100,5856.2808988764045
592,1,100,6314.561797752809
593,1,100,5971.561797752809
594,1,100,6108.561797752809
595,1,100,2162.629213483146
596,1,100,5981.640449438202
597,1,100,5873.404494382023
598,1,100,6039.2808988764045
599,1,100,6383.483146067416
600,1,100,4484.696629213483
601,1,100,3860.820224719101
602,1,100,3109.5842696629215
603,1,100,1072.314606741573
604,1,100,6201.2808988764045
605,1,100,6034.966292134832
606,1,100,5627.808988764045
607,1,100,4307.977528089888
608,1,100,5930.2808988764045
609,1,100,6051.921348314607
610,1,100,1185.6741573033707
611,1,100,5891.2808988764045
612,1,100,6069.842696629214
613,1,100,3776.4606741573034
614,1,100,6120.123595505618
615,1,100,6089.561797752809
616,1,100,4367.056179775281
617,1,100,6026.685393258427
618,1,100,6087.0
619,1,100,6380.921348314607
620,1,100,3764.4606741573034
621,1,100,6084.921348314607
622,1,100,5697.561797752809
623,1,100,6227.483146067416
624,1,100,2261.988764044944
625,1,100,6010.842696629214
626,1,100,1191.6741573033707
627,1,100,6030.561797752809
628,1,100,5827.2808988764045
629,1,100,1296.0337078651685
630,1,100,5951.966292134832
631,1,100,5069.213483146067
632,1,100,6362.921348314607
633,1,100,5942.202247191011
634,1,100,3885.820224719101
635,1,100,6372.921348314607
636,1,100,6151.0
637,1,100,5500.089887640449
638,1,100,6133.640449438202
639,1,100,6159.202247191011
640,1,100,2265.988764044944
641,1,100,3331.303370786517
642,1,100,5873.685393258427
643,1,100,6402.483146067416
644,1,100,6055.842696629214
645,1,100,6102.561797752809
646,1,100,6247.483146067416
647,1,100,5481.370786516854
648,1,100,6129.842696629214
649,1,100,5951.606741573034
650,1,100,6036.966292134832
651,1,100,6316.921348314607
652,1,100,5884.561797752809
653,1,100,6031.921348314607
654,1,100,5919.76404494382
655,1,100,4337.977528089888
656,1,100,6172.044943820225
657,1,100,4819.775280898876
658,1,100,6203.483146067416
659,1,100,1302.0337078651685
660,1,100,6066.2808988764045
661,1,100,4357.977528089888
662,1,100,4267.977528089888
663,1,100,5890.561797752809
664,1,100,6157.561797752809
665,1,100,6289.640449438202
666,1,100,2383.3483146067415
667,1,100,6271.561797752809
668,1,100,1095.314606741573
669,1,100,1965.9101123595506
670,1,100,3108.5842696629215
671,1,100,3029.2247191011234
672,1,100,4225.61797752809
673,1,100,5992.202247191011
674,1,100,5914.842696629214
675,1,100,5809.2808988764045
676,1,100,6061.044943820225
677,1,100,6041.921348314607
678,1,100,5992.2808988764045
679,1,100,6163.640449438202
680,1,100,5846.921348314607
681,1,100,5932.921348314607
682,1,100,5875.2808988764045
683,1,100,5931.640449438202
684,1,100,4494.696629213483
685,1,100,5924.2808988764045
686,1,100,6052.561797752809
687,1,100,6074.76404494382
688,1,100,5773.247191011236
689,1,100,5888.044943820225
690,1,100,6035.0
691,1,100,5164.292134831461
692,1,100,3757.4606741573034
693,1,100,6081.921348314607
694,1,100,1294.0337078651685
695,1,100,4999.932584269663
696,1,100,5533.730337078652
697,1,100,2738.1460674157306
698,1,100,5320.011235955056
699,1,100,2178.629213483146
700,1,100,6103.202247191011
701,1,100,5805.2808988764045
702,1,100,6020.044943820225
703,1,100,6097.404494382023
704,1,100,4485.696629213483
705,1,100,5825.561797752809
706,1,100,5932.202247191011
707,1,100,4549.775280898876
708,1,100,3224.943820224719
709,1,100,4065.5393258426966
710,1,100,6040.2808988764045
711,1,100,6010.044943820225
712,1,100,6094.842696629214
713,1,100,2255.988764044944
714,1,100,5696.808988764045
715,1,100,5097.932584269663
716,1,100,6239.921348314607
717,1,100,4624.775280898876
718,1,100,5894.404494382023
719,1,100,2254.988764044944
720,1,100,6240.561797752809
721,1,100,5765.404494382023
722,1,100,6422.640449438202
723,1,100,6224.202247191011
724,1,100,5484.089887640449
725,1,100,5714.808988764045
726,1,100,4417.337078651685
727,1,100,5665.089887640449
728,1,100,5951.640449438202
729,1,100,5938.966292134832
730,1,100,5958.606741573034
731,1,100,6071.842696629214
732,1,100,6190.404494382023
733,1,100,5584.449438202247
734,1,100,6084.842696629214
735,1,100,6081.842696629214
1,1,500,6429.202247191011
2,1,500,4591.056179775281
3,1,500,6364.76404494382
4,1,500,3670.38202247191
5,1,500,6350.2808988764045
6,1,500,6478.202247191011
7,1,500,5738.449438202247
8,1,500,3348.303370786517
9,1,500,2374.3483146067415
10,1,500,6377.0
11,1,500,1208.6741573033707
12,1,500,6409.123595505618
13,1,500,4073.5393258426966
14,1,500,5460.651685393258
15,1,500,6356.921348314607
16,1,500,5854.2808988764045
17,1,500,4425.337078651685
18,1,500,6568.640449438202
19,1,500,6083.966292134832
20,1,500,5620.089887640449
21,1,500,3128.5842696629215
22,1,500,2372.3483146067415
23,1,500,5950.887640449438
24,1,500,4619.056179775281
25,1,500,6275.483146067416
26,1,500,6409.0
27,1,500,6166.404494382023
28,1,500,6269.483146067416
29,1,500,4106.539325842697
30,1,500,6478.202247191011
31,1,500,2589.067415730337
32,1,500,6528.404494382023
33,1,500,6077.247191011236
34,1,500,6267.640449438202
35,1,500,6366.921348314607
36,1,500,6134.0
37,1,500,6086.640449438202
38,1,500,5952.168539325843
39,1,500,2383.3483146067415
40,1,500,6377.561797752809
41,1,500,6242.640449438202
42,1,500,4708.415730337079
43,1,500,5417.370786516854
44,1,500,4742.415730337079
45,1,500,6185.640449438202
46,1,500,5798.52808988764
47,1,500,6160.2808988764045
48,1,500,6354.921348314607
49,1,500,6129.640449438202
50,1,500,2393.3483146067415
51,1,500,3436.6629213483147
52,1,500,6150.3258426966295
53,1,500,6362.123595505618
54,1,500,5236.932584269663
55,1,500,6272.202247191011
56,1,500,6187.2808988764045
57,1,500,6265.2808988764045
58,1,500,6379.2808988764045
59,1,500,6297.2808988764045
60,1,500,6162.921348314607
61,1,500,6665.202247191011
62,1,500,5838.52808988764
63,1,500,6202.2808988764045
64,1,500,6350.921348314607
65,1,500,6395.842696629214
66,1,500,3223.943820224719
67,1,500,6226.0
68,1,500,6234.76404494382
69,1,500,6207.0
70,1,500,6082.0
71,1,500,5661.089887640449
72,1,500,6172.640449438202
73,1,500,4528.696629213483
74,1,500,4335.977528089888
75,1,500,5429.292134831461
76,1,500,6027.247191011236
77,1,500,5887.921348314607
78,1,500,5227.932584269663
79,1,500,6498.202247191011
80,1,500,6315.2808988764045
81,1,500,6332.404494382023
82,1,500,6066.640449438202
83,1,500,6414.842696629214
84,1,500,6186.044943820225
85,1,500,1313.0337078651685
86,1,500,5571.730337078652
87,1,500,6316.685393258427
88,1,500,2482.7078651685397
89,1,500,2393.3483146067415
90,1,500,6087.3258426966295
91,1,500,6045.561797752809
92,1,500,5335.292134831461
93,1,500,6297.921348314607
94,1,500,6471.921348314607
95,1,500,3444.6629213483147
96,1,500,5931.921348314607
97,1,500,6480.842696629214
98,1,500,6128.640449438202
99,1,500,6314.2808988764045
100,1,500,6157.685393258427
101,1,500,6209.2808988764045
102,1,500,6149.202247191011
103,1,500,1295.0337078651685
104,1,500,6203.0
105,1,500,5230.932584269663
106,1,500,5931.887640449438
107,1,500,4617.056179775281
108,1,500,6268.404494382023
109,1,500,6414.2808988764045
110,1,500,6239.123595505618
111,1,500,6103.966292134832
112,1,500,5910.2808988764045
113,1,500,6430.2808988764045
114,1,500,5192.573033707865
115,1,500,5668.089887640449
116,1,500,1186.6741573033707
117,1,500,6437.561797752809
118,1,500,1299.0337078651685
119,1,500,6457.561797752809
120,1,500,6415.561797752809
121,1,500,6287.483146067416
122,1,500,5892.2808988764045
123,1,500,6448.640449438202
124,1,500,6246.2808988764045
125,1,500,6056.247191011236
126,1,500,6320.842696629214
127,1,500,6330.921348314607
128,1,500,5970.640449438202
129,1,500,6213.3258426966295
130,1,500,6224.2808988764045
131,1,500,6003.640449438202
132,1,500,5539.011235955056
133,1,500,1222.6741573033707
134,1,500,5941.606741573034
135,1,500,5779.449438202247
136,1,500,4803.775280898876
137,1,500,5899.52808988764
138,1,500,6482.202247191011
139,1,500,3330.303370786517
140,1,500,5789.449438202247
141,1,500,6432.123595505618
142,1,500,6270.640449438202
143,1,500,3260.943820224719
144,1,500,6381.2808988764045
145,1,500,5934.0
146,1,500,6320.76404494382
147,1,500,6074.247191011236
148,1,500,6060.0
149,1,500,6063.247191011236
150,1,500,3338.303370786517
151,1,500,6330.640449438202
152,1,500,4496.696629213483
153,1,500,3877.820224719101
1,1,1000,5935.887640449438
2,1,1000,5266.932584269663
3,1,1000,5998.0
4,1,1000,6543.640449438202
5,1,1000,6175.2808988764045
6,1,1000,6145.0
7,1,1000,6369.640449438202
8,1,1000,5746.168539325843
9,1,1000,6431.2808988764045
10,1,1000,5373.292134831461
11,1,1000,5171.573033707865
12,1,1000,6147.0
13,1,1000,6133.0
14,1,1000,3996.179775280899
15,1,1000,5836.449438202247
16,1,1000,1318.0337078651685
17,1,1000,6735.921348314607
18,1,1000,6574.202247191011
19,1,1000,4170.898876404494
20,1,1000,6059.2808988764045
21,1,1000,6167.606741573034
22,1,1000,6283.640449438202
23,1,1000,6690.921348314607
24,1,1000,6644.921348314607
25,1,1000,6145.640449438202
26,1,1000,1334.0337078651685
27,1,1000,1406.3932584269662
28,1,1000,2597.067415730337
29,1,1000,1299.0337078651685
30,1,1000,6391.561797752809
31,1,1000,6270.404494382023
32,1,1000,5964.921348314607
33,1,1000,6505.640449438202
34,1,1000,6384.76404494382
35,1,1000,6168.044943820225
36,1,1000,4733.415730337079
37,1,1000,6316.0
38,1,1000,6615.640449438202
39,1,1000,1310.0337078651685
40,1,1000,6168.247191011236
41,1,1000,6452.561797752809
42,1,1000,6461.2808988764045
43,1,1000,6482.561797752809
44,1,1000,6555.0
45,1,1000,6260.640449438202
46,1,1000,6366.0
47,1,1000,6331.0
48,1,1000,6359.640449438202
49,1,1000,6431.0
50,1,1000,6182.606741573034
51,1,1000,6446.640449438202
52,1,1000,6166.606741573034
53,1,1000,6267.606741573034
54,1,1000,6231.685393258427
55,1,1000,6070.0
56,1,1000,6423.921348314607
57,1,1000,3443.6629213483147
58,1,1000,6365.2808988764045
59,1,1000,5238.932584269663
60,1,1000,6084.640449438202
61,1,1000,2480.7078651685397
62,1,1000,3983.179775280899
63,1,1000,5053.213483146067
64,1,1000,6423.202247191011
65,1,1000,2592.067415730337
66,1,1000,4817.775280898876
67,1,1000,6062.921348314607
68,1,1000,6439.640449438202
69,1,1000,6468.842696629214
1,5,100,6377.0
2,5,100,6113.0
3,5,100,6495.921348314607
4,5,100,2483.7078651685397
5,5,100,6415.123595505618
6,5,100,4807.775280898876
7,5,100,6338.640449438202
8,5,100,6164.966292134832
9,5,100,4619.056179775281
10,5,100,5243.932584269663
11,5,100,4503.696629213483
12,5,100,6419.0
13,5,100,6428.640449438202
14,5,100,6655.483146067416
15,5,100,6526.640449438202
16,5,100,6540.483146067416
17,5,100,6355.561797752809
18,5,100,6487.202247191011
19,5,100,3791.4606741573034
20,5,100,3247.943820224719
21,5,100,6460.640449438202
22,5,100,6254.2808988764045
23,5,100,6172.966292134832
24,5,100,5632.089887640449
25,5,100,6548.202247191011
26,5,100,3547.0224719101125
27,5,100,6171.0
28,5,100,5506.730337078652
29,5,100,6498.842696629214
30,5,100,5326.292134831461
